id,edad_cliente,genero_cliente,ingresos,puntos,tiempo_membresia,num_compras,categoria_preferida,ultima_compra
120,68,Femenino,137021,91,4,50,Ropa,"374,89"
121,47,Femenino,105289,100,6,50,Alimentos,"195,50"
122,43,Masculino,110413,100,6,50,Electrónica,"784,17"
123,26,Otro,69755,100,5,50,Deportes,"176,08"
124,30,Masculino,92108,100,5,50,Hogar,"404,27"
125,66,Otro,145291,100,4,50,Ropa,"498,21"
126,26,Femenino,70987,100,6,50,Electrónica,"632,84"
127,58,Masculino,144845,100,8,50,Deportes,"525,57"
128,40,Otro,90676,100,7,50,Electrónica,"674,59"
129,67,Otro,132742,97,4,50,Deportes,"371,08"
130,61,Femenino,125061,100,5,50,Ropa,"339,36"
131,51,Masculino,118892,100,7,50,Deportes,"454,28"
132,67,Femenino,126110,100,9,50,Hogar,"446,61"
133,25,Otro,70716,100,5,50,Alimentos,"172,86"
134,26,Masculino,67275,100,6,50,Deportes,"245,19"
135,29,Femenino,62563,100,5,50,Ropa,"185,26"
136,31,Masculino,73260,100,8,50,Deportes,"241,79"
137,48,Masculino,120497,100,6,50,Deportes,"473,70"
138,67,Femenino,146043,100,5,50,Ropa,"471,84"
139,18,Femenino,62146,100,5,50,Alimentos,"57,33"
140,18,Femenino,70400,100,2,50,Ropa,"268,99"
141,23,Otro,63030,100,8,50,Electrónica,"629,84"
142,37,Masculino,87594,100,2,50,Hogar,"580,34"
143,55,Otro,107312,100,6,50,Alimentos,"265,46"
144,41,Femenino,105809,100,3,50,Hogar,"365,28"
145,44,Otro,101859,100,8,50,Electrónica,"831,92"
146,58,Otro,126437,100,7,50,Electrónica,"652,17"
147,69,Masculino,135791,100,10,50,Electrónica,"839,91"
148,47,Femenino,113233,100,3,50,Hogar,"549,21"
149,34,Otro,97769,100,5,50,Alimentos,"204,65"
150,54,Masculino,128088,100,8,50,Ropa,"323,64"
151,55,Otro,125072,100,6,50,Electrónica,"740,08"
152,45,Femenino,101679,95,4,50,Hogar,"493,91"
153,43,Masculino,93728,100,7,50,Alimentos,"249,49"
154,30,Otro,73998,100,3,50,Electrónica,"557,47"
155,53,Otro,123316,100,5,50,Electrónica,"705,64"
156,24,Femenino,78086,94,3,50,Hogar,"286,74"
157,69,Femenino,140972,100,5,50,Ropa,"470,93"
158,61,Otro,142245,100,7,50,Alimentos,"432,35"
159,58,Otro,125681,87,3,50,Hogar,"512,91"
160,36,Otro,82111,95,3,50,Hogar,"367,42"
161,69,Femenino,131114,100,3,50,Deportes,"278,96"
162,64,Otro,129648,100,4,50,Deportes,"285,73"
163,45,Masculino,131656,100,5,50,Deportes,"430,79"
164,60,Otro,124983,100,6,50,Deportes,"293,40"
165,64,Otro,143721,100,5,50,Hogar,"486,40"
166,41,Femenino,95274,100,7,50,Alimentos,"248,13"
167,18,Otro,52559,100,9,50,Ropa,"195,51"
168,36,Otro,96240,100,9,50,Ropa,"307,44"
169,51,Femenino,119490,97,5,50,Deportes,"357,91"
170,37,Masculino,96133,96,6,50,Alimentos,"254,14"
171,21,Masculino,49007,57,1,23,Hogar,"391,99"
172,19,Masculino,52815,66,1,30,Alimentos,"168,24"
173,56,Femenino,123680,100,8,50,Hogar,"489,63"
174,47,Otro,103470,100,4,50,Hogar,"344,12"
175,33,Femenino,74299,100,2,50,Deportes,"151,94"
176,34,Masculino,91228,80,1,50,Deportes,"221,45"
177,65,Otro,150000,100,4,50,Electrónica,"835,84"
178,67,Femenino,139940,100,7,50,Electrónica,"836,75"
179,45,Femenino,109932,100,7,50,Alimentos,"114,75"
180,48,Masculino,120247,100,5,50,Hogar,"391,30"
181,49,Masculino,131054,92,3,50,Alimentos,"356,35"
182,40,Masculino,104849,93,6,50,Electrónica,"725,19"
183,43,Femenino,103602,97,4,50,Hogar,"297,48"
184,27,Masculino,81957,100,7,50,Alimentos,"360,04"
185,41,Femenino,107259,100,5,50,Hogar,"413,35"
186,40,Otro,115197,95,6,50,Alimentos,"291,18"
187,35,Masculino,93649,96,5,50,Electrónica,"710,94"
188,55,Masculino,116980,99,5,50,Deportes,"332,79"
189,45,Masculino,100187,100,4,50,Electrónica,"637,61"
190,41,Otro,118258,88,3,50,Electrónica,"870,08"
191,35,Masculino,107513,92,5,50,Electrónica,"786,21"
192,63,Otro,133684,100,10,50,Electrónica,"885,83"
193,69,Femenino,136351,100,7,50,Alimentos,"364,99"
194,69,Masculino,150000,100,10,50,Ropa,"446,91"
195,67,Otro,128537,100,10,50,Electrónica,"905,47"
196,48,Masculino,109622,100,8,50,Hogar,"391,99"
197,34,Femenino,93965,95,6,50,Hogar,"413,56"
198,39,Masculino,97249,100,6,50,Alimentos,"106,79"
199,45,Femenino,110954,100,10,50,Alimentos,"151,32"
200,63,Femenino,133829,100,8,50,Ropa,"480,92"
201,45,Masculino,115538,100,6,50,Alimentos,"208,45"
202,25,Masculino,79167,100,5,50,Deportes,"129,25"
203,66,Otro,138590,100,8,50,Hogar,"557,82"
204,49,Masculino,125095,100,6,50,Hogar,"616,25"
205,27,Masculino,53548,100,5,46,Electrónica,"696,76"
206,34,Masculino,89237,96,2,50,Electrónica,"624,46"
207,58,Masculino,124086,100,8,50,Deportes,"406,06"
208,59,Femenino,120331,100,4,50,Ropa,"448,64"
209,60,Femenino,124472,100,9,50,Hogar,"574,91"
210,47,Otro,111493,100,8,50,Electrónica,"731,41"
211,40,Femenino,109618,100,7,50,Ropa,"393,39"
212,18,Otro,32237,22,1,11,Hogar,"334,80"
213,47,Femenino,114776,100,7,50,Deportes,"412,05"
214,33,Masculino,82942,89,2,50,Hogar,"318,17"
215,69,Otro,136851,100,3,50,Electrónica,"757,43"
216,26,Otro,76800,100,2,50,Electrónica,"709,45"
217,46,Femenino,117618,84,1,50,Deportes,"404,71"
218,55,Femenino,138537,100,5,50,Electrónica,"823,27"
219,57,Masculino,129109,100,7,50,Ropa,"557,74"
220,69,Masculino,135037,100,10,50,Electrónica,"804,47"
221,62,Masculino,133860,100,8,50,Ropa,"572,32"
222,67,Otro,140682,100,7,50,Ropa,"502,93"
223,53,Femenino,125389,94,7,50,Deportes,"627,52"
224,51,Femenino,111141,88,5,50,Alimentos,"161,15"
225,54,Femenino,125989,100,6,50,Electrónica,"721,72"
226,19,Femenino,49354,87,6,42,Hogar,"340,83"
227,65,Masculino,150000,100,10,50,Electrónica,"894,95"
228,53,Masculino,142192,100,6,50,Hogar,"645,06"
229,19,Otro,39621,87,4,38,Alimentos,"53,55"
230,56,Masculino,126689,94,6,50,Electrónica,"834,98"
231,24,Femenino,49004,71,4,35,Electrónica,"693,05"
232,66,Masculino,133959,100,7,50,Alimentos,"368,28"
233,41,Femenino,106240,93,4,50,Alimentos,"155,68"
234,29,Femenino,86653,100,5,50,Deportes,"384,86"
235,19,Femenino,40738,30,1,17,Alimentos,"222,05"
236,42,Otro,99488,100,6,50,Deportes,"368,85"
237,62,Otro,115049,100,5,50,Electrónica,"748,23"
238,64,Otro,134711,100,7,50,Alimentos,"336,57"
239,64,Femenino,126613,100,10,50,Alimentos,"325,95"
240,44,Femenino,104410,100,8,50,Alimentos,"303,45"
241,41,Femenino,95508,100,8,50,Deportes,"339,58"
242,31,Femenino,80052,91,2,50,Electrónica,"561,20"
243,25,Otro,49180,71,5,30,Electrónica,"563,69"
244,47,Femenino,101297,100,5,50,Hogar,"348,54"
245,28,Otro,92338,100,5,50,Hogar,"395,40"
246,44,Masculino,99088,100,6,50,Electrónica,"704,04"
247,54,Otro,115304,100,8,50,Deportes,"399,61"
248,28,Otro,89707,88,3,50,Deportes,"308,65"
249,54,Femenino,150000,100,8,50,Deportes,"423,23"
250,47,Masculino,105456,100,4,50,Hogar,"503,68"
251,43,Masculino,105486,100,9,50,Electrónica,"732,42"
252,25,Otro,68074,100,4,50,Alimentos,"101,74"
253,49,Otro,133358,94,6,50,Alimentos,"341,29"
254,66,Otro,128893,100,9,50,Hogar,"378,33"
255,27,Otro,68292,100,5,50,Ropa,"217,26"
256,46,Otro,119771,100,7,50,Ropa,"483,84"
257,26,Masculino,73188,97,4,50,Deportes,"122,64"
258,37,Otro,91615,100,3,50,Electrónica,"736,36"
259,68,Masculino,139471,100,7,50,Alimentos,"437,85"
260,39,Femenino,86926,100,5,50,Deportes,"261,10"
261,39,Otro,97156,100,7,50,Deportes,"351,75"
262,60,Otro,129978,95,5,50,Electrónica,"847,81"
263,64,Otro,138265,100,10,50,Electrónica,"806,53"
264,57,Femenino,124002,100,4,50,Electrónica,"805,99"
265,63,Masculino,141044,100,9,50,Ropa,"438,84"
266,53,Femenino,132914,100,8,50,Hogar,"473,03"
267,57,Femenino,130399,83,7,50,Hogar,"434,52"
268,23,Femenino,62466,100,3,50,Alimentos,"132,71"
269,33,Femenino,86278,100,7,50,Deportes,"386,48"
270,28,Femenino,73176,100,7,50,Electrónica,"641,34"
271,69,Masculino,134806,100,7,50,Alimentos,"231,98"
272,52,Femenino,125223,100,7,50,Ropa,"352,36"
273,47,Femenino,113624,100,7,50,Hogar,"478,16"
274,60,Femenino,150000,100,6,50,Ropa,"606,23"
275,22,Femenino,70535,82,3,50,Ropa,"285,50"
276,39,Femenino,102773,90,3,50,Alimentos,"177,61"
277,53,Femenino,116932,100,5,50,Ropa,"442,04"
278,63,Masculino,126788,94,9,50,Ropa,"435,11"
279,47,Femenino,125220,96,4,50,Electrónica,"721,66"
280,53,Femenino,126165,98,3,50,Ropa,"323,30"
281,61,Femenino,137721,100,7,50,Hogar,"606,50"
282,34,Masculino,73974,100,5,50,Ropa,"108,38"
283,33,Masculino,95647,98,4,50,Electrónica,"733,58"
284,43,Masculino,112890,100,5,50,Electrónica,"696,32"
285,63,Femenino,125306,96,4,50,Deportes,"339,62"
286,51,Masculino,118156,100,4,50,Ropa,"499,79"
287,31,Masculino,84773,84,1,50,Ropa,"221,85"
288,56,Masculino,129747,100,4,50,Hogar,"411,32"
289,38,Masculino,96045,100,8,50,Deportes,"329,55"
290,43,Masculino,107869,94,4,50,Electrónica,"735,80"
291,45,Femenino,108732,100,6,50,Ropa,"347,96"
292,62,Femenino,135748,100,6,50,Hogar,"383,04"
293,45,Femenino,124243,99,4,50,Deportes,"305,22"
294,47,Femenino,91400,100,1,50,Ropa,"377,31"
295,18,Femenino,42043,68,5,33,Electrónica,"616,34"
296,56,Femenino,129364,100,6,50,Deportes,"429,59"
297,40,Masculino,105539,100,2,50,Deportes,"282,98"
298,39,Masculino,97453,100,4,50,Deportes,"255,87"
299,59,Masculino,116990,100,5,50,Alimentos,"375,98"
300,55,Femenino,129452,100,3,50,Alimentos,"255,05"
301,52,Femenino,137921,100,6,50,Alimentos,"287,35"
302,50,Femenino,105570,100,3,50,Hogar,"468,09"
303,59,Femenino,139074,100,8,50,Electrónica,"770,56"
304,50,Femenino,116418,100,9,50,Electrónica,"735,55"
305,32,Masculino,84323,100,4,50,Deportes,"271,49"
306,48,Masculino,108199,100,2,50,Deportes,"307,64"
307,26,Femenino,64765,100,1,50,Hogar,"292,38"
308,54,Femenino,136875,100,6,50,Electrónica,"942,31"
309,64,Femenino,141419,92,3,50,Alimentos,"320,25"
310,50,Masculino,136466,100,6,50,Deportes,"248,46"
311,53,Masculino,135897,99,4,50,Electrónica,"796,41"
312,30,Masculino,83827,100,7,50,Deportes,"302,24"
313,69,Femenino,150000,100,6,50,Electrónica,"830,18"
314,44,Masculino,114626,100,4,50,Alimentos,"260,14"
315,68,Femenino,146627,100,9,50,Electrónica,"847,10"
316,20,Femenino,47706,80,4,33,Electrónica,"610,90"
317,18,Femenino,44774,35,1,18,Electrónica,"665,52"
318,23,Femenino,53023,78,4,40,Electrónica,"568,30"
319,61,Masculino,143806,100,7,50,Hogar,"456,06"
320,34,Masculino,79070,100,6,50,Ropa,"519,93"
321,43,Femenino,114341,86,3,50,Deportes,"282,13"
322,46,Masculino,112559,98,3,50,Hogar,"415,01"
323,55,Masculino,138541,100,4,50,Ropa,"325,16"
324,30,Masculino,86633,100,4,50,Hogar,"364,42"
325,41,Masculino,121286,100,3,50,Hogar,"363,45"
326,59,Masculino,139377,100,6,50,Alimentos,"290,88"
327,50,Masculino,106727,100,7,50,Ropa,"457,27"
328,41,Femenino,102797,100,5,50,Alimentos,"257,80"
329,68,Masculino,130127,99,5,50,Alimentos,"329,61"
330,28,Masculino,70010,100,4,50,Alimentos,"12,71"
331,30,Masculino,93476,100,4,50,Alimentos,"321,14"
332,38,Masculino,104413,97,1,50,Deportes,"205,17"
333,21,Masculino,48610,50,3,33,Deportes,"333,74"
334,58,Masculino,122552,100,9,50,Alimentos,"383,30"
335,60,Masculino,134170,100,6,50,Alimentos,"349,87"
336,40,Masculino,91926,100,8,50,Alimentos,"169,02"
337,58,Masculino,125635,100,5,50,Alimentos,"289,74"
338,42,Masculino,109683,100,7,50,Hogar,"408,19"
339,28,Femenino,83573,100,9,50,Deportes,"321,02"
340,48,Masculino,123154,92,6,50,Alimentos,"265,73"
341,31,Masculino,61778,100,6,50,Electrónica,"474,39"
342,69,Femenino,142539,100,7,50,Ropa,"547,90"
343,32,Masculino,85523,100,6,50,Hogar,"367,95"
344,41,Masculino,108625,100,4,50,Hogar,"374,69"
345,33,Masculino,101846,94,6,50,Ropa,"323,27"
346,62,Femenino,115806,100,10,50,Electrónica,"810,82"
347,38,Femenino,91855,100,5,50,Deportes,"236,14"
348,39,Femenino,104618,100,4,50,Hogar,"241,23"
349,44,Masculino,96441,100,5,50,Deportes,"338,12"
350,56,Femenino,141059,100,7,50,Electrónica,"852,19"
351,68,Masculino,143990,100,6,50,Alimentos,"318,86"
352,47,Femenino,122119,100,5,50,Electrónica,"670,41"
353,61,Masculino,129762,100,8,50,Hogar,"505,18"
354,63,Masculino,144124,100,6,50,Deportes,"330,64"
355,38,Masculino,108291,100,7,50,Deportes,"285,93"
356,32,Masculino,86971,83,7,50,Ropa,"284,52"
357,49,Masculino,121410,100,5,50,Ropa,"458,15"
358,57,Masculino,132933,96,3,50,Electrónica,"731,12"
359,50,Masculino,113105,91,3,50,Alimentos,"197,95"
360,38,Masculino,97347,100,5,50,Electrónica,"828,61"
361,28,Femenino,71802,100,3,50,Electrónica,"635,63"
362,21,Masculino,58351,74,5,45,Hogar,"337,66"
363,26,Masculino,78273,99,1,50,Hogar,"280,49"
364,63,Masculino,127273,100,9,50,Deportes,"381,28"
365,21,Masculino,53775,99,2,47,Hogar,"113,99"
366,19,Masculino,62133,93,5,50,Ropa,"325,75"
367,65,Femenino,130308,100,5,50,Ropa,"451,64"
368,53,Femenino,116400,100,10,50,Hogar,"474,60"
369,63,Masculino,138621,100,6,50,Deportes,"410,44"
370,23,Femenino,66899,100,7,50,Electrónica,"690,81"
371,20,Masculino,51978,55,1,29,Alimentos,"17,93"
372,39,Femenino,111261,93,6,50,Deportes,"313,62"
373,30,Masculino,87586,85,2,50,Electrónica,"559,00"
374,64,Masculino,145251,100,7,50,Deportes,"569,84"
375,33,Femenino,90787,100,4,50,Alimentos,"247,46"
376,25,Femenino,85949,98,4,50,Electrónica,"500,45"
377,46,Masculino,112429,100,4,50,Hogar,"311,72"
378,45,Femenino,92968,100,5,50,Hogar,"372,09"
379,41,Femenino,117838,100,7,50,Ropa,"377,50"
380,59,Masculino,128681,100,6,50,Deportes,"303,68"
381,67,Femenino,139471,100,10,50,Deportes,"598,21"
382,68,Masculino,150000,100,4,50,Electrónica,"829,02"
383,65,Masculino,124080,100,6,50,Deportes,"418,67"
384,46,Masculino,103010,95,3,50,Hogar,"336,82"
385,38,Masculino,84263,100,4,50,Deportes,"321,19"
386,69,Masculino,134153,100,8,50,Alimentos,"302,78"
387,51,Femenino,124857,100,9,50,Electrónica,"777,44"
388,25,Femenino,69718,94,2,50,Electrónica,"638,77"
389,34,Masculino,92161,88,4,50,Deportes,"175,40"
390,37,Masculino,83785,94,2,50,Electrónica,"741,28"
391,67,Femenino,117709,95,5,50,Deportes,"373,03"
392,28,Masculino,75164,87,4,50,Hogar,"418,63"
393,55,Femenino,122254,100,7,50,Ropa,"345,80"
394,69,Femenino,143934,100,10,50,Ropa,"438,08"
395,69,Femenino,146118,100,6,50,Hogar,"436,57"
396,54,Masculino,127919,100,6,50,Alimentos,"312,09"
397,23,Masculino,67641,99,6,50,Electrónica,"635,67"
398,48,Masculino,119738,100,8,50,Deportes,"362,58"
399,19,Femenino,52071,80,6,45,Alimentos,"57,99"
400,41,Femenino,97058,94,2,50,Ropa,"222,43"
401,32,Masculino,83258,100,5,50,Electrónica,"654,84"
402,63,Masculino,138571,100,8,50,Ropa,"437,34"
403,40,Otro,108760,99,5,50,Alimentos,"190,96"
404,36,Masculino,90731,100,7,50,Alimentos,"324,32"
405,21,Masculino,59591,54,1,35,Hogar,"301,12"
406,29,Otro,73407,100,8,50,Hogar,"453,68"
407,24,Otro,61117,100,3,50,Alimentos,"68,19"
408,40,Otro,108841,100,7,50,Ropa,"406,28"
409,63,Femenino,117362,100,7,50,Hogar,"455,55"
410,20,Femenino,38707,46,4,20,Hogar,"213,33"
411,43,Femenino,93960,80,3,50,Ropa,"413,70"
412,61,Masculino,113897,97,10,50,Ropa,"421,72"
413,19,Femenino,41196,28,2,12,Hogar,"394,33"
414,69,Femenino,146545,100,8,50,Alimentos,"306,27"
415,57,Masculino,127936,99,7,50,Alimentos,"293,07"
416,38,Masculino,100455,100,4,50,Deportes,"248,50"
417,52,Masculino,133678,100,10,50,Hogar,"614,80"
418,51,Femenino,132849,100,10,50,Ropa,"498,11"
419,64,Masculino,137053,100,7,50,Ropa,"482,01"
420,46,Masculino,126457,100,5,50,Hogar,"556,16"
421,46,Femenino,113604,100,4,50,Ropa,"451,43"
422,56,Masculino,121738,100,7,50,Hogar,"523,43"
423,62,Femenino,129025,100,8,50,Electrónica,"697,68"
424,56,Masculino,115950,100,8,50,Alimentos,"237,37"
425,41,Masculino,96907,100,3,50,Electrónica,"600,46"
426,40,Masculino,99653,100,7,50,Electrónica,"768,20"
427,47,Femenino,121732,100,9,50,Deportes,"421,78"
428,54,Masculino,142162,100,6,50,Alimentos,"231,15"
429,20,Masculino,39435,75,5,24,Electrónica,"618,68"
430,64,Masculino,141210,100,6,50,Hogar,"401,63"
431,40,Masculino,93510,88,4,50,Alimentos,"188,92"
432,29,Femenino,80072,100,2,50,Ropa,"154,77"
433,44,Femenino,107995,100,6,50,Electrónica,"764,15"
434,57,Masculino,114022,100,5,50,Electrónica,"757,94"
435,32,Femenino,91730,87,2,50,Hogar,"481,96"
436,52,Masculino,118430,100,6,50,Deportes,"431,33"
437,48,Masculino,112870,99,5,50,Alimentos,"219,13"
438,47,Femenino,104872,98,1,50,Electrónica,"726,96"
439,63,Femenino,129411,100,4,50,Deportes,"280,28"
440,23,Femenino,63151,100,7,50,Deportes,"182,99"
441,46,Masculino,112572,100,7,50,Ropa,"421,35"
442,26,Femenino,70733,100,2,50,Ropa,"97,33"
443,47,Masculino,119257,100,6,50,Electrónica,"751,34"
444,62,Masculino,147761,100,8,50,Ropa,"420,39"
445,62,Femenino,131290,100,6,50,Alimentos,"309,69"
446,53,Masculino,112008,100,7,50,Electrónica,"671,24"
447,27,Masculino,81605,100,8,50,Alimentos,"233,99"
448,31,Femenino,77917,100,7,50,Deportes,"286,87"
449,50,Masculino,130906,100,5,50,Hogar,"569,71"
450,48,Masculino,121125,100,4,50,Electrónica,"738,86"
451,24,Masculino,62495,86,3,50,Alimentos,"54,99"
452,45,Femenino,114139,100,9,50,Deportes,"374,48"
453,30,Masculino,97434,100,6,50,Electrónica,"607,89"
454,27,Masculino,90693,100,2,50,Hogar,"374,37"
455,28,Masculino,75299,100,8,50,Electrónica,"710,57"
456,61,Masculino,136342,98,5,50,Ropa,"607,47"
457,30,Masculino,89561,100,5,50,Electrónica,"629,71"
458,62,Masculino,128264,100,8,50,Alimentos,"296,64"
459,30,Masculino,82873,100,5,50,Ropa,"267,01"
460,55,Femenino,126267,100,4,50,Deportes,"385,48"
461,41,Masculino,107725,100,6,50,Hogar,"453,21"
462,57,Femenino,121500,92,5,50,Electrónica,"745,55"
463,53,Masculino,110994,95,6,50,Ropa,"460,31"
464,65,Femenino,118343,100,10,50,Deportes,"368,58"
465,54,Femenino,115119,100,8,50,Ropa,"483,13"
466,69,Masculino,137172,100,9,50,Ropa,"514,29"
467,25,Masculino,63861,100,1,46,Alimentos,"103,21"
468,54,Masculino,144110,83,3,50,Ropa,"411,07"
469,32,Masculino,94829,100,5,50,Alimentos,"375,65"
470,53,Masculino,116641,100,4,50,Ropa,"320,53"
471,32,Masculino,88004,95,7,50,Alimentos,"230,39"
472,35,Masculino,88336,100,5,50,Electrónica,"617,81"
473,53,Femenino,121241,100,5,50,Hogar,"573,66"
474,54,Femenino,126843,100,1,50,Alimentos,"304,08"
